shop_id,shop_name,branch_name,file_dt
137,Benjamin,Udon Thani,2026-01-05
107,Daniel,Udon Thani,2026-01-05
105,Ryan,Phuket,2026-01-05
16,Jacob,Hat Yai,2026-01-05
63,Robert,Chonburi,2026-01-05
109,William,Pattaya,2026-01-05
75,David,Hat Yai,2026-01-05
38,Charles,Hat Yai,2026-01-05
72,Alexander,Hat Yai,2026-01-05
60,Thomas,Ayutthaya,2026-01-05
20,David,Chonburi,2026-01-05
26,Alexander,Bangkok,2026-01-05
10,Michael,Chonburi,2026-01-05
20,Michael,Nakhon Ratchasima,2026-01-05
52,David,Khon Kaen,2026-01-05
96,Robert,Phuket,2026-01-05
1,Daniel,Udon Thani,2026-01-05
70,Ryan,Chonburi,2026-01-05
25,Thomas,Khon Kaen,2026-01-05
44,Jacob,Pattaya,2026-01-05
110,Michael,Chiang Mai,2026-01-05
3,James,Hat Yai,2026-01-05
,David,Phuket,2026-01-05
150,Ryan,Bangkok,2026-01-05
37,Jacob,Khon Kaen,2026-01-05
61,Michael,Chiang Mai,2026-01-05
77,William,Khon Kaen,2026-01-05
6,Ryan,Ayutthaya,2026-01-05
123,David,Chonburi,2026-01-05
13,Benjamin,Nakhon Ratchasima,2026-01-05
89,Joseph,Chiang Mai,2026-01-05
126,Ryan,Phuket,2026-01-05
27,Joseph,Hat Yai,2026-01-05
109,Nicholas,Ayutthaya,2026-01-05
122,Charles,Nakhon Ratchasima,2026-01-05
3,David,Chiang Mai,2026-01-05
1,Alexander,Hat Yai,2026-01-05
103,Matthew,Chiang Mai,2026-01-05
87,Andrew,Bangkok,2026-01-05
97,Benjamin,Nakhon Ratchasima,2026-01-05
47,James,Udon Thani,2026-01-05
71,David,Phuket,2026-01-05
58,Ethan,Nakhon Ratchasima,2026-01-05
57,Charles,Ayutthaya,2026-01-05
50,Benjamin,Udon Thani,2026-01-05
87,Ryan,Chonburi,2026-01-05
143,Ryan,Khon Kaen,2026-01-05
69,Ethan,Chiang Mai,2026-01-05
125,Robert,Udon Thani,2026-01-05
24,Nicholas,Chiang Mai,2026-01-05
33,Benjamin,Chonburi,2026-01-05
30,Charles,Hat Yai,2026-01-05
141,Andrew,Bangkok,2026-01-05
86,Joseph,Chiang Mai,2026-01-05
41,Joseph,Nakhon Ratchasima,2026-01-05
37,Joseph,Phuket,2026-01-05
46,Robert,Ayutthaya,2026-01-05
75,Andrew,Chonburi,2026-01-05
148,William,Khon Kaen,2026-01-05
118,Thomas,Chiang Mai,2026-01-05
124,Charles,Nakhon Ratchasima,2026-01-05
28,William,Phuket,2026-01-05
120,Robert,Hat Yai,2026-01-05
77,David,Nakhon Ratchasima,2026-01-05
134,Charles,Ayutthaya,2026-01-05
80,Thomas,Khon Kaen,2026-01-05
35,Joseph,Chonburi,2026-01-05
17,Charles,Phuket,2026-01-05
48,Daniel,Udon Thani,2026-01-05
117,Nicholas,Hat Yai,2026-01-05
144,Robert,Udon Thani,2026-01-05
149,James,Chiang Mai,2026-01-05
,James,Chiang Mai,2026-01-05
139,Michael,Chonburi,2026-01-05
132,Matthew,Hat Yai,2026-01-05
21,Michael,Phuket,2026-01-05
85,Alexander,Udon Thani,2026-01-05
135,Ethan,Udon Thani,2026-01-05
2,Matthew,Chiang Mai,2026-01-05
,Joseph,Udon Thani,2026-01-05
123,Michael,Pattaya,2026-01-05
95,Christopher,Nakhon Ratchasima,2026-01-05
91,Ethan,Phuket,2026-01-05
,Benjamin,Bangkok,2026-01-05
115,Robert,Khon Kaen,2026-01-05
59,Ryan,Bangkok,2026-01-05
15,Christopher,Chonburi,2026-01-05
146,Ryan,Ayutthaya,2026-01-05
12,James,Khon Kaen,2026-01-05
