shop_id,shop_name,branch_name,file_dt
65,John,Pattaya,2026-01-03
137,Alexander,Udon Thani,2026-01-03
75,Matthew,Chonburi,2026-01-03
63,Christopher,Chiang Mai,2026-01-03
27,Ethan,Khon Kaen,2026-01-03
120,David,Phuket,2026-01-03
43,Alexander,Chiang Mai,2026-01-03
59,Ethan,Chiang Mai,2026-01-03
27,Jacob,Hat Yai,2026-01-03
5,Thomas,Bangkok,2026-01-03
95,Ethan,Khon Kaen,2026-01-03
140,Joseph,Phuket,2026-01-03
88,Nicholas,Ayutthaya,2026-01-03
76,Joseph,Chiang Mai,2026-01-03
76,John,Hat Yai,2026-01-03
54,Charles,Ayutthaya,2026-01-03
69,Jacob,Udon Thani,2026-01-03
50,Alexander,Hat Yai,2026-01-03
139,Ethan,Ayutthaya,2026-01-03
1,Ryan,Bangkok,2026-01-03
110,Michael,Khon Kaen,2026-01-03
103,Charles,Khon Kaen,2026-01-03
14,Andrew,Hat Yai,2026-01-03
28,John,Pattaya,2026-01-03
57,Alexander,Hat Yai,2026-01-03
7,Benjamin,Bangkok,2026-01-03
49,Joseph,Phuket,2026-01-03
57,Christopher,Hat Yai,2026-01-03
25,William,Khon Kaen,2026-01-03
61,Charles,Chiang Mai,2026-01-03
107,David,Hat Yai,2026-01-03
78,Andrew,Udon Thani,2026-01-03
44,Joseph,Chonburi,2026-01-03
2,Matthew,Bangkok,2026-01-03
3,Robert,Khon Kaen,2026-01-03
18,Thomas,Pattaya,2026-01-03
,Michael,Bangkok,2026-01-03
117,Robert,Pattaya,2026-01-03
119,Daniel,Pattaya,2026-01-03
125,David,Chonburi,2026-01-03
21,Joseph,Khon Kaen,2026-01-03
105,David,Hat Yai,2026-01-03
12,Charles,Hat Yai,2026-01-03
73,Michael,Udon Thani,2026-01-03
22,Benjamin,Chiang Mai,2026-01-03
147,Benjamin,Phuket,2026-01-03
118,Joseph,Udon Thani,2026-01-03
138,Andrew,Nakhon Ratchasima,2026-01-03
38,David,Bangkok,2026-01-03
108,Andrew,Nakhon Ratchasima,2026-01-03
121,Alexander,Chonburi,2026-01-03
84,Alexander,Chonburi,2026-01-03
,Robert,Hat Yai,2026-01-03
87,Daniel,Hat Yai,2026-01-03
6,Robert,Phuket,2026-01-03
141,Daniel,Chonburi,2026-01-03
135,Nicholas,Pattaya,2026-01-03
128,Ryan,Bangkok,2026-01-03
34,Joseph,Chiang Mai,2026-01-03
134,Christopher,Khon Kaen,2026-01-03
95,Benjamin,Nakhon Ratchasima,2026-01-03
46,Charles,Nakhon Ratchasima,2026-01-03
80,John,Hat Yai,2026-01-03
42,Benjamin,Bangkok,2026-01-03
121,Michael,Khon Kaen,2026-01-03
22,Matthew,Pattaya,2026-01-03
123,Ryan,Ayutthaya,2026-01-03
66,Daniel,Phuket,2026-01-03
29,Andrew,Pattaya,2026-01-03
111,Ryan,Nakhon Ratchasima,2026-01-03
119,Nicholas,Phuket,2026-01-03
